state	Year	cost_per_pack	sales_per_capita	tax_dollar	tax_percent	tax_revenue	tax_state	index	price_cpi
Delaware	2002	3.23	142.4	0.63	19.5	27218880.0	0.24		
Delaware	2003	3.532	184.2	0.94	26.6	35223120.0	0.24		
Delaware	2004	3.411	176.0	0.94	27.6	72607229.0	0.55		
Delaware	2005	3.484	178.8	0.94	27.0	82412306.0	0.55		
Delaware	2006	3.56	183.6	0.94	26.4	86091401.0	0.55		
Delaware	2007	4.239	185.2	1.54	36.3	88005886.0	0.55		
Delaware	2008	4.215	133.3	1.54	36.5	118708899.0	1.15		
Delaware	2009	5.351	122.8	2.61	48.8	125387267.0	1.15		
Delaware	2010	5.577	95.0	2.61	46.8	128799000.0	1.6		
Delaware	2011	5.621	87.6	2.61	46.4	125650238.0	1.6		
Delaware	2012	5.833	84.9	2.61	44.7	122961514.0	1.6		
Delaware	2013	5.8	77.1	2.61	45.0	112948060.0	1.6		
Delaware	2014	5.818	71.2	2.61	44.9	105258270.0	1.6		
Delaware	2015	5.86	70.1	2.61	44.5	104697728.0	1.6	237.01700000000002	5.389824358590312
Delaware	2016	5.993	68.1	2.61	43.6	102862770.0	1.6	240.00716666666665	5.443479118331884
Delaware	2017	6.618	72.6	3.11	47.0	110384640.0	1.6	245.11958333333334	5.885796558482509
Delaware	2018	6.846	64.2	3.11	45.4	122111640.0	2.1	251.10683333333336	5.94339859329462
Delaware	2019	7.091	56.9	3.11	43.9	113012160.0	2.1	255.65741666666668	6.04652123984929
District of Columbia	1970	0.326	200.4	0.12	36.8	5801000.0	0.04		
District of Columbia	1971	0.337	213.0	0.12	35.6	6416000.0	0.04		
District of Columbia	1972	0.345	220.6	0.12	34.8	6532000.0	0.04		
District of Columbia	1973	0.36	209.4	0.14	38.9	8022000.0	0.06		
District of Columbia	1974	0.394	182.7	0.14	35.5	8165000.0	0.06		
District of Columbia	1975	0.478	176.5	0.14	29.3	7640000.0	0.06		
District of Columbia	1976	0.519	167.7	0.21	40.5	10137000.0	0.1		
District of Columbia	1977	0.598	136.7	0.21	35.1	12669000.0	0.13		
District of Columbia	1978	0.593	130.3	0.21	35.4	11640000.0	0.13		
District of Columbia	1979	0.656	128.5	0.21	32.0	11201000.0	0.13		
District of Columbia	1980	0.69	129.7	0.21	30.4	11007000.0	0.13		
District of Columbia	1981	0.748	131.9	0.21	28.1	10873000.0	0.13		
District of Columbia	1982	0.863	132.0	0.21	24.3	10782000.0	0.13		
District of Columbia	1983	0.985	124.5	0.29	29.4	10260000.0	0.13		
District of Columbia	1984	1.004	124.6	0.29	28.9	9987000.0	0.13		
District of Columbia	1985	1.093	122.1	0.29	26.5	9874000.0	0.13		
District of Columbia	1986	1.125	117.2	0.29	25.8	9500000.0	0.13		
District of Columbia	1987	1.19	113.0	0.33	27.7	9595000.0	0.17		
District of Columbia	1988	1.359	105.4	0.33	24.3	10930000.0	0.17		
District of Columbia	1989	1.457	101.1	0.33	22.6	10717000.0	0.17		
District of Columbia	1990	1.433	84.1	0.33	23.0	8916000.0	0.17		
District of Columbia	1991	1.874	82.2	0.5	26.7	8439000.0	0.17		
District of Columbia	1992	2.121	82.6	0.7	33.0	14272000.0	0.17		
District of Columbia	1993	2.131	68.0	0.89	41.8	20611000.0	0.5		
District of Columbia	1994	2.219	54.1	0.89	40.1	21412000.0	0.5		
District of Columbia	1995	2.332	57.9	0.89	38.2	21623000.0	0.65		
District of Columbia	1996	2.304	56.0	0.89	38.6	20596000.0	0.65		
District of Columbia	1997	2.365	54.3	0.89	37.6	19199000.0	0.65		
District of Columbia	1998	2.533	50.9	0.89	35.1	17952000.0	0.65		
District of Columbia	1999	3.24	50.8	0.89	27.5	17420000.0	0.65		
District of Columbia	2000	3.554	50.2	0.99	27.9	17050000.0	0.65		
District of Columbia	2001	3.714	43.9	0.99	26.7	16329000.0	0.65		
District of Columbia	2002	3.811	44.4	1.04	27.3	16465000.0	0.65		
District of Columbia	2003	4.104	45.6	1.39	33.9	20488000.0	1.0		
District of Columbia	2004	4.197	38.4	1.39	33.1	21633000.0	1.0		
District of Columbia	2005	4.256	37.3	1.39	32.7	20674000.0	1.0		
District of Columbia	2006	4.235	42.2	1.39	32.8	23219000.0	1.0		
District of Columbia	2007	4.3	38.1	1.39	32.3	22167000.0	1.0		
District of Columbia	2008	5.096	38.1	2.39	46.9	22865000.0	1.0		
District of Columbia	2009	6.688	33.4	3.51	52.5	33245000.0	2.0		
District of Columbia	2010	7.13	23.1	3.51	49.2	32258549.0	2.5		
District of Columbia	2011	7.113	24.2	3.87	54.4	36360219.0	2.5		
District of Columbia	2012	7.366	20.0	3.87	52.5	34148060.0	2.86		
District of Columbia	2013	7.39	18.6	3.87	52.4	34304210.0	2.86		
District of Columbia	2014	7.312	16.2	3.87	52.9	30467365.0	2.86		
District of Columbia	2015	7.509	15.8	3.91	52.1	30616929.0	2.9	237.01700000000002	6.90651725403663
District of Columbia	2016	7.704	14.8	3.93	51.0	29405456.0	2.91	240.00716666666665	6.997591044156321
District of Columbia	2017	7.936	13.2	3.95	49.8	26237239.0	2.92	245.11958333333334	7.057975443958475
District of Columbia	2018	9.863	12.9	5.95	60.3	26287476.0	2.94	251.10683333333336	8.562626398724047
District of Columbia	2019	10.418	9.1	5.95	57.1	27419844.0	4.94	255.65741666666668	8.883466122796488
Florida	1970	0.438	123.6	0.23	52.5	117819000.0	0.15		
Florida	1971	0.468	123.0	0.25	53.4	126319000.0	0.15		
Florida	1972	0.474	126.0	0.25	52.7	151859000.0	0.17		
Florida	1973	0.481	132.6	0.25	52.0	163632000.0	0.17		
Florida	1974	0.517	136.0	0.25	48.4	177469000.0	0.17		
Florida	1975	0.559	131.9	0.25	44.7	181452000.0	0.17		
Florida	1976	0.559	130.3	0.25	44.7	185059000.0	0.17		
Florida	1977	0.663	133.1	0.29	43.7	190607000.0	0.17		
Florida	1978	0.665	133.4	0.29	43.6	236587000.0	0.21		
Florida	1979	0.698	135.4	0.29	41.6	244444000.0	0.21		
Florida	1980	0.728	139.0	0.29	39.8	258648000.0	0.21		
Florida	1981	0.79	132.8	0.29	36.7	271618000.0	0.21		
Florida	1982	0.905	131.8	0.29	32.0	281771000.0	0.21		
Florida	1983	0.993	127.6	0.37	37.3	278995000.0	0.21		
Florida	1984	1.042	124.7	0.37	35.5	283263000.0	0.21		
Florida	1985	1.138	124.2	0.37	32.5	291172000.0	0.21		
Florida	1986	1.208	124.7	0.4	33.1	295577556.0	0.21		
Florida	1987	1.305	125.1	0.4	30.5	351727705.0	0.24		
Florida	1988	1.398	119.5	0.4	28.6	350159584.0	0.24		
Florida	1989	1.501	113.8	0.4	26.5	341991205.0	0.24		
Florida	1990	1.748	110.1	0.499	28.5	330390606.0	0.24		
Florida	1991	1.87	98.2	0.539	28.8	443173112.0	0.24		
Florida	1992	1.937	95.9	0.539	27.8	430165803.0	0.339		
Florida	1993	1.716	96.8	0.579	33.7	427857405.0	0.339		
Florida	1994	1.733	93.6	0.579	33.4	428232716.0	0.339		
Florida	1995	1.798	95.4	0.579	32.2	447593128.0	0.339		
Florida	1996	1.827	91.8	0.579	31.7	439057697.0	0.339		
Florida	1997	1.918	93.0	0.579	30.2	454116714.0	0.339		
Florida	1998	2.156	91.7	0.579	26.9	447713978.0	0.339		
Florida	1999	2.863	88.2	0.579	20.2	438240758.0	0.339		
Florida	2000	3.023	82.5	0.679	22.5	426268878.0	0.339		
Florida	2001	3.324	78.6	0.679	20.4	425732302.0	0.339		
Florida	2002	3.391	77.9	0.729	21.5	432429797.0	0.339		
Florida	2003	3.312	76.7	0.729	22.0	426546465.0	0.339		
Florida	2004	3.247	74.2	0.729	22.5	427985959.0	0.339		
Florida	2005	3.433	75.3	0.729	21.2	443845242.0	0.339		
Florida	2006	3.435	71.9	0.729	21.2	432823038.0	0.339		
Florida	2007	3.606	69.9	0.729	20.2	428877036.0	0.339		
Florida	2008	3.566	67.9	0.729	20.4	410912748.0	0.339		
Florida	2009	5.475	70.6	2.349	42.9	426710826.0	0.339		
Florida	2010	5.527	50.0	2.349	42.5	1242236429.0	1.339		
Florida	2011	5.519	49.7	2.349	42.6	1250816674.0	1.339		
Florida	2012	5.549	45.9	2.349	42.3	1171575000.0	1.339		
Florida	2013	5.572	44.3	2.349	42.2	1146480000.0	1.339		
Florida	2014	5.548	42.4	2.349	42.3	1109443220.0	1.339		
Florida	2015	5.744	41.9	2.349	40.9	1116457891.0	1.339	237.01700000000002	5.283131589717192
Florida	2016	5.789	41.5	2.349	40.6	1127472852.0	1.339	240.00716666666665	5.258184651430548
Florida	2017	6.006	40.6	2.349	39.1	1120838366.0	1.339	245.11958333333334	5.3415071215240175
Florida	2018	6.13	38.4	2.349	38.3	1079117307.0	1.339	251.10683333333336	5.321798623560622
Florida	2019	6.262	36.2	2.349	37.5	1033636106.0	1.339	255.65741666666668	5.339629954017241
Georgia	1970	0.358	109.9	0.16	44.7	40789310.0	0.08		
Georgia	1971	0.409	115.7	0.2	48.9	49778215.0	0.12		
Georgia	1972	0.424	117.0	0.2	47.2	65455470.0	0.12		
Georgia	1973	0.424	119.8	0.2	47.2	67860659.0	0.12		
Georgia	1974	0.445	123.7	0.2	44.9	71030901.0	0.12		
Georgia	1975	0.479	122.9	0.2	41.8	72017668.0	0.12		
Georgia	1976	0.495	125.9	0.2	40.4	74434653.0	0.12		
Georgia	1977	0.547	127.9	0.2	36.6	75841237.0	0.12		
Georgia	1978	0.566	130.6	0.2	35.3	78514059.0	0.12		
Georgia	1979	0.593	131.0	0.2	33.7	79159343.0	0.12		
Georgia	1980	0.626	134.0	0.2	31.9	81529217.0	0.12		
Georgia	1981	0.678	131.7	0.2	29.5	85549591.0	0.12		
Georgia	1982	0.789	131.2	0.2	25.3	86890317.0	0.12		
Georgia	1983	0.868	128.6	0.28	32.3	86120722.0	0.12		
Georgia	1984	0.907	126.3	0.28	30.9	86489648.0	0.12		
Georgia	1985	1.001	128.8	0.28	28.0	90152759.0	0.12		
Georgia	1986	1.039	129.0	0.28	27.0	91320117.0	0.12		
Georgia	1987	1.092	129.3	0.28	25.7	91904935.0	0.12		
Georgia	1988	1.224	124.1	0.28	22.9	92494239.0	0.12		
Georgia	1989	1.323	117.1	0.28	21.1	89778112.0	0.12		
Georgia	1990	1.382	113.8	0.28	20.3	86697410.0	0.12		
Georgia	1991	1.595	109.6	0.32	20.1	85503524.0	0.12		
Georgia	1992	1.672	109.2	0.32	19.1	85101224.0	0.12		
Georgia	1993	1.478	109.2	0.36	24.4	86596441.0	0.12		
Georgia	1994	1.538	107.8	0.36	23.4	86833821.0	0.12		
Georgia	1995	1.561	100.3	0.36	23.1	82956521.0	0.12		
Georgia	1996	1.589	102.7	0.36	22.7	87807683.0	0.12		
Georgia	1997	1.687	100.6	0.36	21.3	88830820.0	0.12		
Georgia	1998	1.88	100.5	0.36	19.1	88635996.0	0.12		
Georgia	1999	2.574	97.1	0.36	14.0	87120120.0	0.12		
Georgia	2000	2.878	88.1	0.46	16.0	84389385.0	0.12		
Georgia	2001	3.069	85.9	0.46	15.0	83450171.0	0.12		
Georgia	2002	3.156	79.5	0.51	16.2	79538401.0	0.12		
Georgia	2003	3.309	83.1	0.76	23.0	83606208.0	0.12		
Georgia	2004	3.362	68.1	0.76	22.6	219060809.0	0.37		
Georgia	2005	3.483	70.2	0.76	21.8	231565881.0	0.37		
Georgia	2006	3.498	68.2	0.76	21.7	229086518.0	0.37		
Georgia	2007	3.655	64.7	0.76	20.8	224122904.0	0.37		
Georgia	2008	3.638	61.6	0.76	20.9	217615500.0	0.37		
Georgia	2009	4.531	58.8	1.38	30.5	210616950.0	0.37		
Georgia	2010	4.573	55.3	1.38	30.2	201281850.0	0.37		
Georgia	2011	4.637	54.3	1.38	29.8	194648490.0	0.37		
Georgia	2012	4.506	53.1	1.38	30.6	192791460.0	0.37		
Georgia	2013	4.563	49.9	1.38	30.2	182965037.0	0.37		
Georgia	2014	4.793	49.0	1.38	28.8	181007346.0	0.37		
Georgia	2015	4.82	47.3	1.38	28.6	176620010.0	0.37	237.01700000000002	4.433268499727867
Georgia	2016	4.919	47.3	1.38	28.1	178868901.0	0.37	240.00716666666665	4.467958248468969
Georgia	2017	5.005	45.6	1.38	27.6	173981707.0	0.37	245.11958333333334	4.451255934603348
Georgia	2018	5.23	45.7	1.38	26.4	176268257.0	0.37	251.10683333333336	4.5404578794815755
Georgia	2019	5.354	43.3	1.38	25.8	168549095.0	0.37	255.65741666666668	4.565375083648724
Hawaii	1970	0.367	82.1	0.17	46.3	5219278.0	0.08		
Hawaii	1971	0.367	85.0	0.17	46.3	5785606.0	0.09		
Hawaii	1972	0.377	81.6	0.18	47.7	5870637.0	0.1		
Hawaii	1973	0.407	79.2	0.18	44.2	6406178.0	0.1		
Hawaii	1974	0.413	89.3	0.18	43.6	7429637.0	0.1		
Hawaii	1975	0.466	92.4	0.18	38.6	7825482.0	0.1		
Hawaii	1976	0.494	99.4	0.19	38.5	8603167.0	0.1		
Hawaii	1977	0.567	95.1	0.2	35.3	9275371.0	0.11		
Hawaii	1978	0.605	93.2	0.215	35.5	9874813.0	0.12		
Hawaii	1979	0.635	88.8	0.22	34.7	10652107.0	0.135		
Hawaii	1980	0.676	89.4	0.23	34.0	11447081.0	0.14		
Hawaii	1981	0.755	85.6	0.25	33.1	12388409.0	0.15		
Hawaii	1982	0.905	77.7	0.275	30.4	12586030.0	0.17		
Hawaii	1983	1.039	80.0	0.39	37.5	15802635.0	0.21		
Hawaii	1984	1.08	75.7	0.4	37.0	17852659.0	0.23		
Hawaii	1985	1.172	69.8	0.43	36.7	17552309.0	0.24		
Hawaii	1986	1.242	61.2	0.45	36.2	17703976.0	0.28		
Hawaii	1987	1.338	54.7	0.46	34.3	17140688.0	0.3		
Hawaii	1988	1.491	55.6	0.49	32.9	19018054.0	0.33		
Hawaii	1989	1.655	57.4	0.52	32.7	21837583.0	0.33		
Hawaii	1990	1.635	48.9	0.56	34.3	21051417.0	0.33		
Hawaii	1991	2.049	54.7	0.67	32.7	25656992.0	0.38		
Hawaii	1992	2.263	51.3	0.7	30.9	26477000.0	0.43		
Hawaii	1993	2.151	52.4	0.84	39.1	28572503.0	0.48		
Hawaii	1994	2.286	44.2	0.84	36.7	30019000.0	0.52		
Hawaii	1995	2.311	45.7	0.84	36.3	32379975.0	0.6		
Hawaii	1996	2.428	51.6	0.84	34.6	36741900.0	0.6		
Hawaii	1997	2.603	49.1	1.04	40.0	34958631.0	0.6		
Hawaii	1998	3.017	35.5	1.24	41.1	32418023.0	0.8		
Hawaii	1999	3.733	32.5	1.24	33.2	38864791.0	1.0		
Hawaii	2000	4.051	31.9	1.34	33.1	40049538.0	1.0		
Hawaii	2001	4.153	42.8	1.34	32.3	51825093.0	1.0		
Hawaii	2002	4.544	51.1	1.59	35.0	62609477.0	1.0		
Hawaii	2003	4.723	51.2	1.69	35.8	70586392.0	1.3		
Hawaii	2004	5.044	47.4	1.79	35.5	77541842.0	1.4		
Hawaii	2005	4.981	47.0	1.79	35.9	83135360.0	1.4		
Hawaii	2006	5.269	48.0	1.99	37.8	85702087.0	1.4		
Hawaii	2007	5.74	43.7	2.19	38.2	88771665.0	1.6		
Hawaii	2008	5.86	44.0	2.39	40.8	101560050.0	1.8		
Hawaii	2009	7.447	41.1	2.39	32.1	104433576.0	2.0		
Hawaii	2010	8.454	36.2	4.01	47.4	119926740.0	2.6		
Hawaii	2011	8.788	32.9	4.21	47.9	135647918.0	3.0		
Hawaii	2012	8.571	29.8	4.21	49.1	130994720.0	3.2		
Hawaii	2013	8.702	27.0	4.21	48.4	120095909.0	3.2		
Hawaii	2014	8.839	25.4	4.21	47.6	114112464.0	3.2		
Hawaii	2015	8.938	26.8	4.21	47.1	121629881.0	3.2	237.01700000000002	8.220861794723584
Hawaii	2016	9.038	25.4	4.21	46.6	116382902.0	3.2	240.00716666666665	8.209271528697409
Hawaii	2017	9.092	25.1	4.21	46.3	114926266.0	3.2	245.11958333333334	8.08607771376896
Hawaii	2018	9.317	24.2	4.21	45.2	110762991.0	3.2	251.10683333333336	8.08861301398276
Hawaii	2019	9.444	22.5	4.21	44.6	102478034.0	3.2	255.65741666666668	8.052932814713962
Idaho	1970	0.336	102.4	0.15	44.6	5142000.0	0.07		
Idaho	1971	0.337	108.5	0.15	44.5	5446000.0	0.07		
Idaho	1972	0.363	126.1	0.171	47.1	6459000.0	0.07		
Idaho	1973	0.38	121.8	0.171	45.0	8492314.0	0.091		
Idaho	1974	0.403	125.6	0.171	42.4	8804939.0	0.091		
Idaho	1975	0.425	123.3	0.171	40.2	8966803.0	0.091		
Idaho	1976	0.456	125.1	0.171	37.5	9332444.0	0.091		
Idaho	1977	0.515	125.0	0.171	33.2	9453009.0	0.091		
Idaho	1978	0.554	122.8	0.171	30.9	9577228.0	0.091		
Idaho	1979	0.564	117.5	0.171	30.3	9388416.0	0.091		
Idaho	1980	0.592	115.2	0.171	28.9	9483198.0	0.091		
Idaho	1981	0.676	114.1	0.171	25.3	9801784.0	0.091		
Idaho	1982	0.765	111.5	0.171	22.4	9730763.0	0.091		
Idaho	1983	0.885	111.3	0.251	28.4	9777154.0	0.091		
Idaho	1984	0.976	103.6	0.251	25.7	9461798.0	0.091		
Idaho	1985	0.999	100.7	0.251	25.1	9319619.0	0.091		
Idaho	1986	1.071	96.7	0.251	23.4	8854269.0	0.091		
Idaho	1987	1.219	95.0	0.34	27.9	10967700.0	0.18		
Idaho	1988	1.336	84.5	0.34	25.4	15763703.0	0.18		
Idaho	1989	1.413	78.4	0.34	24.0	14427399.0	0.18		
Idaho	1990	1.444	90.1	0.34	23.5	16119559.0	0.18		
Idaho	1991	1.672	85.4	0.38	22.7	14696223.0	0.18		
Idaho	1992	1.712	85.1	0.38	22.2	15203794.0	0.18		
Idaho	1993	1.505	86.7	0.42	27.9	15739152.0	0.18		
Idaho	1994	1.635	93.0	0.52	31.8	17131500.0	0.18		
Idaho	1995	1.765	78.2	0.52	29.5	24428178.0	0.18		
Idaho	1996	1.844	73.6	0.52	28.2	24946162.0	0.28		
Idaho	1997	1.871	75.0	0.52	27.8	24978614.0	0.28		
Idaho	1998	2.107	78.9	0.52	24.7	26264174.0	0.28		
Idaho	1999	2.759	75.1	0.52	18.8	25459256.0	0.28		
Idaho	2000	2.911	66.9	0.62	21.3	25249502.0	0.28		
Idaho	2001	3.049	66.7	0.62	20.3	24152461.0	0.28		
Idaho	2002	3.181	63.3	0.67	21.1	23410260.0	0.28		
Idaho	2003	3.646	64.7	0.96	26.3	25061490.0	0.57		
Idaho	2004	3.498	60.8	0.96	27.4	47319102.0	0.57		
Idaho	2005	3.61	58.3	0.96	26.6	46326764.0	0.57		
Idaho	2006	3.647	58.8	0.96	26.3	47917084.0	0.57		
Idaho	2007	3.802	58.6	0.96	25.2	48960151.0	0.57		
Idaho	2008	3.853	55.9	0.96	24.9	47784823.0	0.57		
Idaho	2009	4.564	52.4	1.58	34.6	45510004.0	0.57		
Idaho	2010	4.705	46.4	1.58	33.6	40925442.0	0.57		
Idaho	2011	4.845	45.5	1.58	32.6	40626245.0	0.57		
Idaho	2012	4.789	43.5	1.58	33.0	39326625.0	0.57		
Idaho	2013	4.861	43.1	1.58	32.5	39205650.0	0.57		
Idaho	2014	5.059	40.8	1.58	31.2	37515246.0	0.57		
Idaho	2015	5.118	40.8	1.58	30.9	37998733.0	0.57	237.01700000000002	4.707358543901914
Idaho	2016	5.213	40.7	1.58	30.3	38434618.0	0.57	240.00716666666665	4.735000274297366
Idaho	2017	5.404	39.0	1.58	29.2	37394232.0	0.57	245.11958333333334	4.806111302816482
Idaho	2018	5.547	37.7	1.58	28.5	36938983.0	0.57	251.10683333333336	4.815663452673861
Idaho	2019	5.722	35.8	1.58	27.6	35817868.0	0.57	255.65741666666668	4.879170009084422
Illinois	1970	0.414	124.8	0.2	48.3	159536073.0	0.12		
Illinois	1971	0.419	125.6	0.2	47.7	167207000.0	0.12		
Illinois	1972	0.41	126.6	0.2	48.8	170514000.0	0.12		
Illinois	1973	0.419	124.4	0.2	47.7	167279000.0	0.12		
Illinois	1974	0.452	131.9	0.2	44.3	175365000.0	0.12		
Illinois	1975	0.484	131.8	0.2	41.3	174745000.0	0.12		
Illinois	1976	0.494	134.4	0.2	40.5	178897000.0	0.12		
Illinois	1977	0.546	134.0	0.2	36.6	180478000.0	0.12		
Illinois	1978	0.568	136.7	0.2	35.2	183660000.0	0.12		
Illinois	1979	0.6	135.3	0.2	33.3	182296000.0	0.12		
Illinois	1980	0.631	135.2	0.2	31.7	181085000.0	0.12		
Illinois	1981	0.696	133.0	0.2	28.7	181080000.0	0.12		
Illinois	1982	0.808	130.7	0.2	24.8	176286000.0	0.12		
Illinois	1983	0.896	127.9	0.28	31.3	175103000.0	0.12		
Illinois	1984	0.967	124.0	0.28	29.0	170458000.0	0.12		
Illinois	1985	1.084	121.6	0.28	25.8	167493000.0	0.12		
Illinois	1986	1.162	118.2	0.36	31.0	201810000.0	0.2		
Illinois	1987	1.241	109.5	0.36	29.0	252288000.0	0.2		
Illinois	1988	1.327	107.6	0.36	27.1	250858000.0	0.2		
Illinois	1989	1.473	104.6	0.46	31.2	244119000.0	0.2		
Illinois	1990	1.54	94.1	0.46	29.9	323697000.0	0.2		
Illinois	1991	1.798	96.1	0.5	27.8	323399000.0	0.3		
Illinois	1992	1.875	94.8	0.5	26.7	323100000.0	0.3		
Illinois	1993	1.821	94.6	0.68	37.3	315010000.0	0.3		
Illinois	1994	1.852	85.7	0.68	36.7	412689145.0	0.3		
Illinois	1995	1.887	84.3	0.68	36.0	430355142.0	0.44		
Illinois	1996	1.987	81.8	0.68	34.2	424160000.0	0.44		
Illinois	1997	2.023	79.6	0.68	33.6	414750695.0	0.44		
Illinois	1998	2.405	80.3	0.82	34.1	464445911.0	0.44		
Illinois	1999	3.127	72.2	0.82	26.2	493297147.0	0.58		
Illinois	2000	3.238	70.0	0.92	28.4	485040692.0	0.58		
Illinois	2001	3.491	67.1	0.92	26.4	477579348.0	0.58		
Illinois	2002	4.038	70.9	1.37	33.9	471550800.0	0.58		
Illinois	2003	4.058	51.4	1.37	33.8	653697190.0	0.98		
Illinois	2004	4.353	60.0	1.37	31.5	744402120.0	0.98		
Illinois	2005	4.607	52.2	1.37	29.7	650028120.0	0.98		
Illinois	2006	4.821	51.5	1.37	28.4	643742700.0	0.98		
Illinois	2007	4.979	48.6	1.37	27.5	611784600.0	0.98		
Illinois	2008	4.949	47.9	1.37	27.7	603787800.0	0.98		
Illinois	2009	5.631	45.2	1.99	35.3	571347840.0	0.98		
Illinois	2010	5.884	44.1	1.99	33.8	558323640.0	0.98		
Illinois	2011	5.871	45.3	1.99	33.9	570146571.0	0.98		
Illinois	2012	6.854	46.5	2.99	43.6	588935400.0	0.98		
Illinois	2013	7.051	31.7	2.99	42.4	808255800.0	1.98		
Illinois	2014	7.248	33.6	2.99	41.3	858052008.0	1.98		
Illinois	2015	7.396	33.4	2.99	40.4	852943608.0	1.98	237.01700000000002	6.802583780910229
Illinois	2016	7.488	31.5	2.99	39.9	802981080.0	1.98	240.00716666666665	6.801396902731378
Illinois	2017	7.549	30.7	2.99	39.6	778864680.0	1.98	245.11958333333334	6.713792417646489
Illinois	2018	7.604	28.3	2.99	39.3	717644664.0	1.98	251.10683333333336	6.60146113108564
Illinois	2019	8.972	29.3	3.99	44.5	739007280.0	1.98	255.65741666666668	7.650456714698608
Indiana	1970	0.322	134.6	0.14	43.5	41334000.0	0.06		
Indiana	1971	0.325	139.3	0.14	43.1	43543000.0	0.06		
Indiana	1972	0.329	149.2	0.14	42.6	47223000.0	0.06		
Indiana	1973	0.345	156.0	0.14	40.6	49554000.0	0.06		
Indiana	1974	0.367	159.6	0.14	38.2	50996000.0	0.06		
Indiana	1975	0.387	162.4	0.14	36.2	51934000.0	0.06		
Indiana	1976	0.406	166.6	0.14	34.5	53081000.0	0.06		
Indiana	1977	0.5	173.0	0.185	37.0	55024000.0	0.06		
Indiana	1978	0.525	150.9	0.185	35.2	84459000.0	0.105		
Indiana	1979	0.537	148.9	0.185	34.5	84004000.0	0.105		
Indiana	1980	0.583	146.9	0.185	31.7	83311000.0	0.105		
Indiana	1981	0.651	148.5	0.185	28.4	85609000.0	0.105		
Indiana	1982	0.757	147.7	0.185	24.4	84807000.0	0.105		
Indiana	1983	0.852	143.0	0.265	31.1	82149000.0	0.105		
Indiana	1984	0.888	137.8	0.265	29.8	79979000.0	0.105		
Indiana	1985	0.936	135.3	0.265	28.3	78908000.0	0.105		
Indiana	1986	1.001	137.6	0.265	26.5	79546000.0	0.105		
Indiana	1987	1.093	134.0	0.32	29.4	78617000.0	0.105		
Indiana	1988	1.19	134.0	0.315	26.5	115681939.0	0.155		
Indiana	1989	1.308	132.5	0.315	24.0	112344108.0	0.155		
Indiana	1990	1.358	128.3	0.315	23.2	111470978.0	0.155		
Indiana	1991	1.535	127.2	0.355	23.1	114707074.0	0.155		
Indiana	1992	1.575	128.2	0.355	22.5	110491216.0	0.155		
Indiana	1993	1.466	126.8	0.395	26.9	109194371.0	0.155		
Indiana	1994	1.463	128.2	0.395	27.0	111199531.0	0.155		
Indiana	1995	1.478	135.4	0.395	26.7	120669058.0	0.155		
Indiana	1996	1.563	135.1	0.395	25.3	120985631.0	0.155		
Indiana	1997	1.668	135.3	0.395	23.7	122485409.0	0.155		
Indiana	1998	1.9	135.9	0.395	20.8	123065738.0	0.155		
Indiana	1999	2.602	133.3	0.395	15.2	120640333.0	0.155		
Indiana	2000	2.704	125.5	0.495	18.3	117604267.0	0.155		
Indiana	2001	3.02	121.4	0.495	16.4	114381404.0	0.155		
Indiana	2002	3.574	121.4	0.945	26.4	114756720.0	0.155		
Indiana	2003	3.514	101.1	0.945	26.9	343657232.0	0.555		
Indiana	2004	3.451	97.7	0.945	27.4	335915185.0	0.555		
Indiana	2005	3.509	96.1	0.945	26.9	331903577.0	0.555		
Indiana	2006	3.49	98.7	0.945	27.1	343491000.0	0.555		
Indiana	2007	4.138	102.3	1.385	33.5	358376047.0	0.555		
Indiana	2008	4.093	81.7	1.385	33.8	515812582.0	0.995		
Indiana	2009	4.814	78.9	2.005	41.6	500769869.0	0.995		
Indiana	2010	5.147	71.7	2.005	39.0	462532256.0	0.995		
Indiana	2011	5.199	69.6	2.005	38.6	448763368.0	0.995		
Indiana	2012	5.231	66.0	2.005	38.3	428080840.0	0.995		
Indiana	2013	5.257	66.9	2.005	38.1	434473203.0	0.995		
Indiana	2014	5.39	63.6	2.005	37.2	417532271.0	0.995		
Indiana	2015	5.41	62.7	2.005	37.1	411617471.0	0.995	237.01700000000002	4.975929996582523
Indiana	2016	5.581	62.4	2.005	35.9	431322426.0	0.995	240.00716666666665	5.06925695968801
Indiana	2017	5.666	61.2	2.005	35.4	401065746.0	0.995	245.11958333333334	5.039124100991523
Indiana	2018	5.716	58.3	2.005	35.1	381595301.0	0.995	251.10683333333336	4.96238188128426
Indiana	2019	5.887	56.5	2.005	34.1	371597683.0	0.995	255.65741666666668	5.01986610336945
Iowa	1970	0.385	108.5	0.18	46.8	30155675.0	0.1		
Iowa	1971	0.419	108.4	0.21	50.1	33339377.0	0.13		
Iowa	1972	0.419	109.4	0.21	50.1	40547730.0	0.13		
Iowa	1973	0.432	110.6	0.21	48.6	41441346.0	0.13		
Iowa	1974	0.454	116.1	0.21	46.3	43975775.0	0.13		
Iowa	1975	0.478	120.5	0.21	43.9	44851832.0	0.13		
Iowa	1976	0.494	124.4	0.21	42.5	46500488.0	0.13		
Iowa	1977	0.546	125.5	0.21	38.5	46894948.0	0.13		
Iowa	1978	0.564	127.1	0.21	37.2	47623434.0	0.13		
Iowa	1979	0.588	124.2	0.21	35.7	46817786.0	0.13		
